event_id,season,week,elim_count,use_two_stage,ppc_p_mean,ppc_p_q025,ppc_p_q975,ppc_logp_mean,ppc_logp_q025,ppc_logp_q975
1-1,1,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0
1-2,1,2,1,0,0.1800938198589016,0.05360505993942288,0.310906762192085,-1.7909570760417,-2.9261118230155065,-1.1682623348669274
1-3,1,3,1,0,0.476584215504973,0.18220411372173784,0.7207929126497911,-0.7898151215548997,-1.7026277533604732,-0.32740342333785133
1-4,1,4,1,0,0.1909349467490375,0.06084703290608648,0.3011166330581584,-1.7259503329401813,-2.7993922234834807,-1.200257604072857
1-5,1,5,1,0,0.5385150149736343,0.3240767446289861,0.7401379755827557,-0.6465324691074225,-1.1267749250998893,-0.30091866003418943
1-6,1,6,0,0,1.0,1.0,1.0,0.0,0.0,0.0
2-1,2,1,1,0,0.2990543362831941,0.0953074414059065,0.5411617576196053,-1.281490398099754,-2.350650022276455,-0.6140370843233973
2-2,2,2,1,0,0.29793479190536454,0.09240853769927514,0.5385998434171376,-1.2862414528096742,-2.38153598413953,-0.6187823908056231
2-3,2,3,1,0,0.14699680947936997,0.04085067549674521,0.2686274528001611,-2.001722762316495,-3.197832003559524,-1.3144297945170027
2-4,2,4,1,0,0.4406529120246486,0.13286057321997954,0.6944848673473134,-0.8849848961562821,-2.018455072266478,-0.36458496516975575
2-5,2,5,1,0,0.47848543942017213,0.17182525887663938,0.7296704774721904,-0.7870919199968321,-1.7612772571772877,-0.3151622474949024
2-6,2,6,1,0,0.39427331501080076,0.14220428477420888,0.6189648220894018,-0.9869128065545955,-1.9504906353313993,-0.47970691900819573
2-7,2,7,1,0,0.32792576116530847,0.1214165932749439,0.5072472637455415,-1.1721778974456956,-2.1085277467618,-0.6787567024108538
2-8,2,8,0,0,1.0,1.0,1.0,0.0,0.0,0.0
3-1,3,1,1,0,0.0931254154114908,0.07992300765359873,0.09827537768289221,-2.375321197393964,-2.5266915120480715,-2.3199817646632543
3-2,3,2,1,0,0.10066578492904894,0.08396694061888034,0.10637702985031913,-2.297851389242807,-2.4773322453177062,-2.240765610315913
3-3,3,3,1,0,0.1120187619722321,0.09278299729398412,0.11907881975735235,-2.191203314527255,-2.377492160348604,-2.1279696542342594
3-4,3,4,1,0,0.12607283943989872,0.10202634733774041,0.1349867402770137,-2.073257638892199,-2.2825242217057826,-2.0025787255399914
3-5,3,5,2,0,0.04831297560713695,0.03525179501868947,0.056204161723519344,-3.036434988554216,-3.3452388322061997,-2.878764472909879
3-6,3,6,0,0,1.0,1.0,1.0,0.0,0.0,0.0
3-7,3,7,1,0,0.20571553779715868,0.15176204134108764,0.2290311017011369,-1.5859961938987424,-1.8854415105718487,-1.4738974694553182
3-8,3,8,1,0,0.25459410401219723,0.18353407385926243,0.28898914619733723,-1.3742570465595274,-1.695355253840189,-1.241366148782717
3-9,3,9,1,0,0.3393784902268402,0.23638448385761215,0.39999912371230845,-1.0896375841282926,-1.4422956315737807,-0.9162929226079031
3-10,3,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0
4-1,4,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0
4-2,4,2,1,0,0.09135793424256061,0.0747724579841282,0.09626639527915627,-2.394903400323282,-2.5933056762834683,-2.340635979844358
4-3,4,3,1,0,0.10056002322659853,0.08290493245579895,0.10642455556331883,-2.298993087084429,-2.4900607198028486,-2.2403189433781563
4-4,4,4,1,0,0.11328562343378806,0.0943885191412789,0.12082622433740904,-2.180014549993591,-2.360335842857717,-2.1134019281861187
4-5,4,5,1,0,0.12921930012319985,0.10376488961507259,0.1393445321068427,-2.048900701928323,-2.2656276168059053,-1.9708057643827934
4-6,4,6,1,0,0.1444891882712682,0.11477281762265318,0.15587255768785596,-1.9374903752315973,-2.1648009201428313,-1.858716543613542
4-7,4,7,1,0,0.16996032448561138,0.13066253678949746,0.1861433939155265,-1.7760598389957818,-2.035137466686388,-1.681237967304957
4-8,4,8,1,0,0.20730859464959536,0.15372038049959816,0.23123771810728283,-1.5784929560038354,-1.8726200397960433,-1.4643090162830683
4-9,4,9,1,0,0.25352260242840235,0.18068156588930867,0.28818943625279736,-1.3787834571189048,-1.711019102121947,-1.2441372505508237
4-10,4,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0
5-1,5,1,1,0,0.08451238802396507,0.07133539231446076,0.08885989959327423,-2.4724814138917877,-2.6403627760667803,-2.4206943117147266
5-2,5,2,1,0,0.09131651857683701,0.07697027818372197,0.09610167990417645,-2.3950514699242573,-2.5643359569625654,-2.3423484830352637
5-3,5,3,1,0,0.10191932576978656,0.08499781967471895,0.10806797352089001,-2.285402908831124,-2.465129674631197,-2.224994865660884
5-4,5,4,1,0,0.11250264749846961,0.09309564779365345,0.11969744795989998,-2.186937701684293,-2.3741279615521838,-2.122787986966142
5-5,5,5,1,0,0.12699399765115024,0.10352774369119545,0.13648994548460955,-2.06609477932584,-2.2679156688091493,-1.9915043265466734
5-6,5,6,1,0,0.14417292800345552,0.11278921385585414,0.15532848835800928,-1.9398307935811678,-2.182234566786167,-1.8622131248395126
5-7,5,7,1,0,0.16860507218092813,0.12980953738442252,0.18394797643042293,-1.78387152637969,-2.0416870604770496,-1.6931022990371785
5-8,5,8,1,0,0.20274948340816076,0.1527858567588023,0.22519332844049972,-1.6003799693543115,-1.8787179969173982,-1.4907960082394307
5-9,5,9,1,0,0.2532145120550694,0.18169697481524605,0.28816772417830705,-1.380124888624811,-1.7054151690794892,-1.2442125927433947
5-10,5,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0
6-1,6,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0
6-2,6,2,2,0,0.015640777244573124,0.012502460844958667,0.01717632035996666,-4.160829061911751,-4.381829822435424,-4.064223566991371
6-3,6,3,1,0,0.10082834283734075,0.08381232451560525,0.1066683564024324,-2.2962045957791126,-2.479175221610681,-2.238030730734514
6-4,6,4,1,0,0.1135390972553867,0.0948660607168618,0.12074791356526113,-2.1774214865882406,-2.3552892694075007,-2.1140502656049405
6-5,6,5,1,0,0.12686778878445246,0.10155892418766449,0.13596270211390396,-2.0674624731468096,-2.2871161213481535,-1.9953746800231333
6-6,6,6,1,0,0.1458130018200519,0.11385795801872411,0.15790699229050228,-1.9284480437486602,-2.1728035932808374,-1.8457490760397446
6-7,6,7,1,0,0.16802223406815858,0.1282095553735861,0.18374333272803584,-1.7876169425701331,-2.054089204127778,-1.6942154265867149
6-8,6,8,1,0,0.2025876925203713,0.15065892109688492,0.2244846617733987,-1.6011446130907148,-1.89273679788697,-1.4939478958632209
6-9,6,9,1,0,0.2561970675668635,0.18512379249197877,0.2905488868022461,-1.3678496783538217,-1.6867305724629242,-1.2359834321061216
6-10,6,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0
7-1,7,1,2,0,0.013162997797311312,0.010686450212603782,0.014314659349321312,-4.332932366372258,-4.538778675400934,-4.24647113862213
7-2,7,2,2,0,0.01843492316543897,0.014445152219849437,0.020335101413082993,-3.997018525110772,-4.2373964093019305,-3.8954067531817356
7-3,7,3,0,0,1.0,1.0,1.0,0.0,0.0,0.0
7-4,7,4,1,0,0.11312475178188555,0.09328135563667914,0.12033842637926363,-2.1814324111770675,-2.3721350680971462,-2.117447285790406
7-5,7,5,1,0,0.12635379550336703,0.10195894334307458,0.1355215146029456,-2.071391270125419,-2.2831850638466644,-1.9986248724366433
7-6,7,6,1,0,0.14765221910355725,0.11636029067689925,0.16043729813254962,-1.9160926466941954,-2.1510639474759166,-1.829852078925858
7-7,7,7,1,0,0.1679306481693139,0.12639926408654725,0.18387335684278883,-1.7883300131681736,-2.0683096253981392,-1.693508036505804
7-8,7,8,1,0,0.2035257742976679,0.15172609549694777,0.22569198438311028,-1.5966367723751331,-1.885678412482927,-1.488584111124635
7-9,7,9,1,0,0.25617729410123435,0.18392679351992258,0.29173671696489833,-1.368246608627221,-1.6932175981722575,-1.2319035379332084
7-10,7,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0
8-1,8,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0
8-2,8,2,1,0,0.07755543405237174,0.06746325861697632,0.08100904891446638,-2.557963620107161,-2.696172147804887,-2.5131944155656023
8-3,8,3,1,0,0.08457802240487426,0.07259520174026442,0.08880355581669395,-2.471474539993983,-2.622856453416215,-2.421328586806609
8-4,8,4,2,0,0.019035339016185825,0.014715007254769782,0.02109408536120421,-3.9649736818568693,-4.218887416090844,-3.8587625924312046
8-5,8,5,1,0,0.1120765409559872,0.09181224502625619,0.11906531086187672,-2.1907381254883553,-2.388009638729782,-2.128083105653128
8-6,8,6,1,0,0.12825529187395585,0.10289808298805103,0.13810647079129448,-2.0563849479186347,-2.2740162805301307,-1.9797303638275767
8-7,8,7,1,0,0.1457974476788058,0.11183974441632953,0.15796639638527535,-1.928818574476928,-2.1906882861881716,-1.8453729496952904
8-8,8,8,1,0,0.16817896417994319,0.1274775436778646,0.18404894220874898,-1.7866584430906098,-2.0598150594288027,-1.6925535665113982
8-9,8,9,1,0,0.20266767934799657,0.14985024496823338,0.2247363829310684,-1.6010282430891392,-1.898118862643194,-1.4928271951065233
8-10,8,10,1,0,0.25814291901394143,0.18933243641575342,0.29345831355301116,-1.3600060766163884,-1.66425116063274,-1.2260196826990848
8-11,8,11,0,0,1.0,1.0,1.0,0.0,0.0,0.0
9-1,9,1,2,0,0.00853007193627422,0.007069248990163269,0.009149842397346253,-4.766212938001944,-4.952001032131418,-4.694018624191307
9-2,9,2,1,0,0.0720779420154671,0.06362134951936106,0.0750555349132756,-2.631090789792527,-2.7548061840275864,-2.589526974041758
9-3,9,3,2,0,0.013112554423811302,0.010522951738553518,0.014298140364620472,-4.336943887480982,-4.5541965380494,-4.247625794671375
9-4,9,4,1,0,0.0923957635605923,0.0780776517868096,0.09727851535971428,-2.383220081181767,-2.550051465475211,-2.330177122641809
9-5,9,5,1,0,0.10079521751514321,0.08191128936658687,0.10671995872475834,-2.296868779328215,-2.502118455568779,-2.2375470836177063
9-6,9,6,2,0,0.028691644134917097,0.02156190465281367,0.032288312605211755,-3.5557960195689504,-3.8368271948981194,-3.433049953187321
9-7,9,7,2,0,0.04915143321603809,0.036150618973302046,0.05710262392760681,-3.0191783774351566,-3.320061210990975,-2.8629052101800347
9-8,9,8,1,0,0.2034177346677512,0.15133575101597072,0.22504927887939746,-1.5970913019704303,-1.8882545161709081,-1.4914358848723
9-9,9,9,1,0,0.2530394183863751,0.17875106245085678,0.2866933811445811,-1.3805358496305775,-1.7217611939730921,-1.2493419940230348
9-10,9,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0
10-1,10,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0
10-2,10,2,1,0,0.09136561401464899,0.07741492849664094,0.09600705566745944,-2.394372632379218,-2.558575657025538,-2.3433335937009545
10-3,10,3,1,0,0.10224002471527595,0.08274104759870837,0.10862342528708117,-2.282649914778355,-2.492039457279138,-2.219868192324495
10-4,10,4,1,0,0.11309935850325875,0.09316853812425575,0.12035211867963572,-2.1815655774487595,-2.3733451883598224,-2.1173335106048508
10-5,10,5,1,0,0.1282276970723198,0.10305802836786476,0.13790173861299687,-2.0565523383131694,-2.272463068052424,-1.9812138866238318
10-6,10,6,1,0,0.14597638601073185,0.11515400576402637,0.15765551711960188,-1.9272130422993026,-2.1614848686613213,-1.8473428976045854
10-7,10,7,1,0,0.16832759583775622,0.12847518652550827,0.183587742015794,-1.7856796189362476,-2.0520195172972335,-1.6950625679884024
10-8,10,8,1,0,0.20512686988084336,0.1508123774777391,0.22825426261438517,-1.5890271892100043,-1.8917187655402339,-1.4772950845486996
10-9,10,9,1,0,0.2559515695470654,0.1837521429244802,0.2914303559233394,-1.3693874942913034,-1.6941674800175928,-1.2329542180374342
10-10,10,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0
11-1,11,1,1,0,0.08429925312093701,0.07085095498144446,0.08869362152055009,-2.47503717359605,-2.6471768342278557,-2.4225673029564954
11-2,11,2,1,0,0.09298374152689012,0.07717043564817469,0.09842370891434815,-2.3771339290731044,-2.5617388572812256,-2.3184735604465643
11-3,11,3,1,0,0.10148159064314398,0.08468424710808145,0.107456597157699,-2.289814988193116,-2.4688256890170996,-2.230668260322533
11-4,11,4,1,0,0.1136173105009913,0.0931090571534395,0.12126367062805767,-2.177079568335383,-2.3739838178136727,-2.1097880087766647
11-5,11,5,1,0,0.12634768626676807,0.10139730100486058,0.13518958791584643,-2.0713559561304176,-2.2887088107792257,-2.0010771309037074
11-6,11,6,1,0,0.1430536963447437,0.112460303548864,0.1540751332235924,-1.9475127961766638,-2.1851549822114467,-1.8703149175586986
11-7,11,7,1,0,0.16821062562463776,0.12942013748220055,0.18342633211917625,-1.7861962069202224,-2.0446913074120356,-1.6959421519605413
11-8,11,8,1,0,0.20442843058332089,0.15577252640453024,0.22704881155231546,-1.592064905349982,-1.859358500031322,-1.4825902557689106
11-9,11,9,1,0,0.25333355825793885,0.18370911363199285,0.2875216969211883,-1.3793035692918132,-1.6944017002907101,-1.246456954177021
11-10,11,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0
12-1,12,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0
12-2,12,2,1,0,0.09192720741280395,0.07891754865461563,0.09678307490980742,-2.388275596859029,-2.5393517807417485,-2.3352831459660415
12-3,12,3,1,0,0.10211057635641545,0.08529029846235263,0.10825533437992983,-2.2836182712074216,-2.4616946629278154,-2.2232626350133406
12-4,12,4,1,0,0.11222039447762898,0.09192436836494365,0.11938579510186703,-2.1893827704524105,-2.3867891544509905,-2.125395054097428
12-5,12,5,1,0,0.12634826008829303,0.10039181597499543,0.13565403661843256,-2.0714294422852504,-2.298674590867808,-1.9976474828416213
12-6,12,6,1,0,0.14559681018211604,0.11566280148735056,0.1573596060419376,-1.9296961357138929,-2.15707620638359,-1.8492216084580173
12-7,12,7,1,0,0.16833384744616606,0.12923067756127457,0.18430835899156736,-1.7855061312094938,-2.0461563281303667,-1.691145059981919
12-8,12,8,1,0,0.201729440261556,0.14908941076229035,0.22402142093797037,-1.6057654490821318,-1.9032090833936002,-1.4960136026223432
12-9,12,9,1,0,0.259934872054059,0.18517280450453144,0.29581638573664365,-1.3537091373771968,-1.6864658717489507,-1.2180163356417844
12-10,12,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0
13-1,13,1,1,0,0.0844167715612415,0.07130941220038356,0.08871682716071749,-2.4736920483153435,-2.6407269518563368,-2.422305699007832
13-2,13,2,1,0,0.09118230001155805,0.07748637142418399,0.09572031731155416,-2.396414985834251,-2.5576532158483323,-2.346324701230948
13-3,13,3,1,0,0.10037623136501499,0.08403729420763388,0.10597972412293681,-2.300557525430767,-2.4764946102076926,-2.2445074850272078
13-4,13,4,1,0,0.11216177310299856,0.09022144674424394,0.11957667382076305,-2.1902126185626116,-2.40548812398436,-2.1237974916490296
13-5,13,5,1,0,0.1274265508471059,0.10286106608514525,0.13677844666545338,-2.062737995473618,-2.2743760742741217,-1.9893928400989065
13-6,13,6,1,0,0.1459146329496342,0.11266458797381144,0.1583866120564802,-1.928162277432079,-2.183340646883095,-1.8427163231370114
13-7,13,7,1,0,0.1684973186006109,0.1301773314521147,0.18406199542802523,-1.7845307192527426,-2.0388578067761434,-1.6924826465181122
13-8,13,8,1,0,0.20495218450614205,0.15029920975854286,0.22878482154793986,-1.5900692499470415,-1.895127249617151,-1.474973361101297
13-9,13,9,1,0,0.25936692205910444,0.18452729011360475,0.2960122202769226,-1.3559297998945488,-1.6899579215233582,-1.2173545408523918
13-10,13,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0
14-1,14,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0
14-2,14,2,1,0,0.08447430838691437,0.07159504114539997,0.08882867069323294,-2.472808096104414,-2.6367294687597647,-2.421045814683698
14-3,14,3,1,0,0.09154984377787126,0.0781443799865751,0.09625896235511855,-2.3924645634829718,-2.549197152826135,-2.340713194772582
14-4,14,4,1,0,0.10097054621785215,0.08295157893406414,0.10671817496108055,-2.2949455711269025,-2.4894983232593795,-2.2375637981516316
14-5,14,5,1,0,0.11327825322668139,0.09203427485066427,0.12086808840755627,-2.180241881433891,-2.3855944493421344,-2.113055506517627
14-6,14,6,1,0,0.1276467701335376,0.10097594702314291,0.13747557564909166,-2.061397587773338,-2.2928729719045347,-1.9843090092984834
14-7,14,7,1,0,0.1443656627162726,0.11544807258612994,0.1555520266437112,-1.9382146491793932,-2.158934438193862,-1.8607750272644294
14-8,14,8,2,0,0.06796211076260517,0.048610282730137074,0.0811614798006305,-2.696767131229184,-3.023920193553259,-2.511314531334439
14-9,14,9,1,0,0.2524617839157656,0.18170080366426875,0.2864260139358724,-1.3828965474040709,-1.7053938863075497,-1.2502750178473025
14-10,14,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0
15-1,15,1,1,0,0.07769153194824284,0.06632672351396131,0.08139041543302139,-2.5565788080999834,-2.713162406987732,-2.5084977595311635
15-2,15,2,1,0,0.08363550173958288,0.07018042081825773,0.08767420162379282,-2.4829088345386348,-2.656685913296326,-2.4341275890892784
15-3,15,3,2,0,0.01836677269433918,0.01452336621101416,0.020211761491442767,-4.000650571285432,-4.231996553790864,-3.901490591991523
15-4,15,4,1,0,0.11235002281437952,0.09088122365951305,0.11955169826882323,-2.188536040237865,-2.3982019339746223,-2.1240063796678808
15-5,15,5,0,0,1.0,1.0,1.0,0.0,0.0,0.0
15-6,15,6,1,0,0.12509302989225182,0.09944096200240377,0.13388108009861813,-2.0814099231040344,-2.308191256404723,-2.010803335028442
15-7,15,7,0,0,1.0,1.0,1.0,0.0,0.0,0.0
15-8,15,8,2,0,0.04850861144043608,0.03514012825064552,0.05645995919094485,-3.0330301001469766,-3.348411565146492,-2.874223578953762
15-9,15,9,2,0,0.10243185386710635,0.07267582060297316,0.12672578253851963,-2.2885974161550973,-2.6217465495801995,-2.065729724238292
15-10,15,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0
16-1,16,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0
16-2,16,2,1,0,0.08456206888315874,0.07250259884285165,0.08885858112130723,-2.4718080306101036,-2.624132871666093,-2.420709149183362
16-3,16,3,1,0,0.0924675142362173,0.07672061301147978,0.09770599836770255,-2.3827685527090328,-2.5675848792843454,-2.325792326073159
16-4,16,4,1,0,0.10157310174536545,0.08434158399245928,0.10753503475425681,-2.288908220714176,-2.4728804017443617,-2.229938579971641
16-5,16,5,1,0,0.11332671782617426,0.09380431871504458,0.12067722764267151,-2.179545076157496,-2.3665443931077204,-2.1146358377926795
16-6,16,6,1,0,0.1270880539500435,0.10243404701431456,0.1361773057224942,-2.065350362872945,-2.278536146185818,-1.993797524485437
16-7,16,7,1,0,0.14794365075659183,0.1152557983153797,0.16065080218946992,-1.9141000619888642,-2.1606012876580953,-1.8285222001013266
16-8,16,8,1,0,0.17071697439847883,0.13042190790078556,0.18730562563209602,-1.7716180568022692,-2.036980639809825,-1.675013634574303
16-9,16,9,1,0,0.20440818501360786,0.1501869781647621,0.22721275331165203,-1.592457327496911,-1.8958744199741464,-1.481868462031423
16-10,16,10,0,0,1.0,1.0,1.0,0.0,0.0,0.0
17-1,17,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0
17-2,17,2,1,0,0.08438391865142013,0.07243613269921738,0.08863174511727828,-2.4738584778714046,-2.625050033903732,-2.4232651885479473
17-3,17,3,1,0,0.09260255266535562,0.07770845674172433,0.09784271370880278,-2.3811128917554667,-2.5547912149043013,-2.3243940520803186
17-4,17,4,1,0,0.1017962214517358,0.08510446702201661,0.10791043653671308,-2.2866160156422137,-2.463875982741182,-2.226453687240332
17-5,17,5,1,0,0.11100039602089977,0.09014530115270528,0.11800071421539887,-2.2005960195231604,-2.406332469235351,-2.137064603655008
17-6,17,6,0,0,1.0,1.0,1.0,0.0,0.0,0.0
17-7,17,7,1,0,0.12601367101120278,0.10202458888489271,0.1347903812291063,-2.073874399820475,-2.2825414681691867,-2.004034438921966
